,occur_id,status,hours_program_total,pop_served_list,impact_area,impact_outcome,opportunity_name,schedule_type,reg_type,location,start_date_time,end_date_time,opportunity_coordinator,opportunity_coordinator_email,vol_leader_need,max_attend,min_attend,vol_confirmed,vol_in_need,num_attend,num_not_attend,hours_occur_total,opportunity_record_id
66,OC-028509,Active,1361.0,['Hunger & homelessness'],Hunger & Homelessness ,,Family Opportunity: Deliver Daily Necessities and Warmth to Homeless in YMT,Date & Time Specific,Sign Up,"ImpactHK, Jordan","12/9/2020, 4:00 pm","12/9/2020, 5:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,6.0,a0N0I00001FGyCi
67,OC-028640,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","5/10/2020, 8:00 pm","5/10/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,4.0,2.0,0.0,0.0,0.0,a0N0I00001OlGOd
68,OC-028641,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","12/10/2020, 8:00 pm","12/10/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,a0N0I00001OlGOd
69,OC-028642,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","19/10/2020, 8:00 pm","19/10/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,a0N0I00001OlGOd
70,OC-028643,Pending,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","26/10/2020, 8:00 pm","26/10/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,a0N0I00001OlGOd
71,OC-028645,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","8/10/2020, 6:30 pm","8/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,7.0,-1.0,0.0,0.0,0.0,a0N0I00001OlGOd
72,OC-028646,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","15/10/2020, 6:30 pm","15/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,a0N0I00001OlGOd
73,OC-028647,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","22/10/2020, 6:30 pm","22/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,a0N0I00001OlGOd
74,OC-028648,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","29/10/2020, 6:30 pm","29/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,a0N0I00001OlGOd
75,OC-028514,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","3/9/2020, 6:30 pm","3/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,5.0,-2.0,5.0,0.0,10.0,a0N0I00001OlGOd
76,OC-028515,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","10/9/2020, 6:30 pm","10/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,8.0,a0N0I00001OlGOd
77,OC-028516,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","17/9/2020, 6:30 pm","17/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,8.0,a0N0I00001OlGOd
78,OC-028510,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","7/9/2020, 8:00 pm","7/9/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,8.0,a0N0I00001OlGOd
79,OC-028511,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","14/9/2020, 8:00 pm","14/9/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,8.0,a0N0I00001OlGOd
80,OC-028513,Active,940.5,['Hungers and homeless'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tai Kok Tsui,Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","28/9/2020, 8:00 pm","28/9/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,4.0,2.0,4.0,0.0,8.0,a0N0I00001OlGOd
81,OC-028920,Active,168.0,['Environmental education'],Environmental Conservation ,,Family Opportunity: Help Out with Beach Cleaning in Sam Pak Wan,Date & Time Specific,Sign Up,Sam Pak Wan Beach,"11/10/2020, 9:00 am","11/10/2020, 11:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,15.0,1.0,13.0,2.0,0.0,0.0,0.0,a0N0I00001Oo3Ug
82,OC-028702,Canceled,335.0,['Elderly'],Assistance and Support for Elderly,,Youth Opportunity: Help Out at Mobile Literacy Program with the Elderly,Date & Time Specific,Sign Up,Sau Mau Ping Social Centre for the Elderly,"3/10/2020, 10:00 am","3/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,10.0,1.0,2.0,8.0,0.0,0.0,0.0,a0N0I00001WI0J6
83,OC-028703,Canceled,335.0,['Elderly'],Assistance and Support for Elderly,,Youth Opportunity: Help Out at Mobile Literacy Program with the Elderly,Date & Time Specific,Sign Up,Sau Mau Ping Social Centre for the Elderly,"10/10/2020, 10:00 am","10/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,a0N0I00001WI0J6
84,OC-028704,Canceled,335.0,['Elderly'],Assistance and Support for Elderly,,Youth Opportunity: Help Out at Mobile Literacy Program with the Elderly,Date & Time Specific,Sign Up,Sau Mau Ping Social Centre for the Elderly,"17/10/2020, 10:00 am","17/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,10.0,1.0,3.0,7.0,0.0,0.0,0.0,a0N0I00001WI0J6
85,OC-028705,Canceled,335.0,['Elderly'],Assistance and Support for Elderly,,Youth Opportunity: Help Out at Mobile Literacy Program with the Elderly,Date & Time Specific,Sign Up,Sau Mau Ping Social Centre for the Elderly,"24/10/2020, 10:00 am","24/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N0I00001WI0J6
86,OC-028445,Active,30.25,['Children and youth'],Education and Empowerment for Children and Youth ,,Help and Be the Storyteller at Story Telling Corner with Children,Date & Time Specific,Sign Up,virtual volunteering,"12/9/2020, 10:00 am","12/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,a0N0I00001WJxwK
87,OC-028446,Active,30.25,['Children and youth'],Education and Empowerment for Children and Youth ,,Help and Be the Storyteller at Story Telling Corner with Children,Date & Time Specific,Sign Up,virtual volunteering,"3/10/2020, 10:00 am","3/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,a0N0I00001WJxwK
88,OC-028459,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"7/9/2020, 9:00 am","7/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N0I00001aZYgC
89,OC-028460,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"14/9/2020, 9:00 am","14/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,a0N0I00001aZYgC
90,OC-028462,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"28/9/2020, 9:00 am","28/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N0I00001aZYgC
91,OC-028463,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"1/9/2020, 9:00 am","1/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,5.0,3.0,0.0,0.0,0.0,a0N0I00001aZYgC
92,OC-028464,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"8/9/2020, 9:00 am","8/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N0I00001aZYgC
93,OC-028465,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"15/9/2020, 9:00 am","15/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N0I00001aZYgC
94,OC-028467,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"29/9/2020, 9:00 am","29/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,a0N0I00001aZYgC
95,OC-028468,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"2/9/2020, 9:00 am","2/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,a0N0I00001aZYgC
96,OC-028469,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"9/9/2020, 9:00 am","9/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N0I00001aZYgC
97,OC-028470,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"16/9/2020, 9:00 am","16/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N0I00001aZYgC
98,OC-028472,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"30/9/2020, 9:00 am","30/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N0I00001aZYgC
99,OC-028473,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"3/9/2020, 9:00 am","3/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,3.0,5.0,0.0,0.0,0.0,a0N0I00001aZYgC
100,OC-028474,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"10/9/2020, 9:00 am","10/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,a0N0I00001aZYgC
101,OC-028475,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"17/9/2020, 9:00 am","17/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,a0N0I00001aZYgC
102,OC-028477,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"4/9/2020, 9:00 am","4/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,4.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
103,OC-028478,Canceled,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"11/9/2020, 9:00 am","11/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,a0N0I00001aZYgC
104,OC-028821,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"12/10/2020, 9:00 am","12/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N0I00001aZYgC
105,OC-028822,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"19/10/2020, 9:00 am","19/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
106,OC-028824,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"6/10/2020, 9:00 am","6/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N0I00001aZYgC
107,OC-028825,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"13/10/2020, 9:00 am","13/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N0I00001aZYgC
108,OC-028820,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"5/10/2020, 9:00 am","5/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
109,OC-028827,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"27/10/2020, 9:00 am","27/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N0I00001aZYgC
110,OC-028828,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"7/10/2020, 9:00 am","7/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
111,OC-028829,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"14/10/2020, 9:00 am","14/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
112,OC-028826,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"20/10/2020, 9:00 am","20/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N0I00001aZYgC
113,OC-028830,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"21/10/2020, 9:00 am","21/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
114,OC-028831,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"28/10/2020, 9:00 am","28/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
115,OC-028834,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"22/10/2020, 9:00 am","22/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
116,OC-028835,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"29/10/2020, 9:00 am","29/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
117,OC-028836,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"9/10/2020, 9:00 am","9/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N0I00001aZYgC
118,OC-028837,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"16/10/2020, 9:00 am","16/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N0I00001aZYgC
119,OC-028832,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"8/10/2020, 9:00 am","8/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N0I00001aZYgC
120,OC-028838,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"23/10/2020, 9:00 am","23/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
121,OC-028839,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"30/10/2020, 9:00 am","30/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
122,OC-028833,Active,1119.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth opportunity: Help at Food Station in Lai Chi Kok,Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"15/10/2020, 9:00 am","15/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N0I00001aZYgC
123,OC-028435,Canceled,33.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Help at Food Station in Lai Chi Kok (Youth Welcome),Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"21/9/2020, 9:00 am","21/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,3.0,5.0,0.0,0.0,0.0,a0N0I00001aaM4m
124,OC-028436,Canceled,33.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Help at Food Station in Lai Chi Kok (Youth Welcome),Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"22/9/2020, 9:00 am","22/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N0I00001aaM4m
125,OC-028437,Canceled,33.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Help at Food Station in Lai Chi Kok (Youth Welcome),Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"23/9/2020, 9:00 am","23/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,a0N0I00001aaM4m
126,OC-028438,Canceled,33.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Help at Food Station in Lai Chi Kok (Youth Welcome),Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"24/9/2020, 9:00 am","24/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,a0N0I00001aaM4m
127,OC-028439,Canceled,33.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Help at Food Station in Lai Chi Kok (Youth Welcome),Date & Time Specific,Sign Up,Food Angel Lai Chi Kok,"25/9/2020, 9:00 am","25/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,4.0,4.0,0.0,0.0,0.0,a0N0I00001aaM4m
128,OC-028675,Active,279.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Wan Chai,Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","7/10/2020, 8:30 pm","7/10/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,a0N0I00001aawZM
129,OC-028676,Active,279.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Wan Chai,Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","14/10/2020, 8:30 pm","14/10/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N0I00001aawZM
130,OC-028677,Active,279.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Wan Chai,Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","21/10/2020, 8:30 pm","21/10/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,5.0,-1.0,0.0,0.0,0.0,a0N0I00001aawZM
131,OC-028678,Active,279.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Wan Chai,Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","28/10/2020, 8:30 pm","28/10/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N0I00001aawZM
132,OC-028518,Active,279.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Wan Chai,Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","2/9/2020, 8:30 pm","2/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,4.0,a0N0I00001aawZM
133,OC-028519,Active,279.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Wan Chai,Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","9/9/2020, 8:30 pm","9/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,5.0,-2.0,5.0,0.0,5.0,a0N0I00001aawZM
